Order_ID,Warehouse,Destination_City,Distance_KM,Delivery_Time_Hours,Transportation_Cost,Inventory_Level,Demand,Delay
ORD013307,Bengaluru,Varanasi,249,15.46,7247.79,1742,306,No
ORD013308,Hyderabad,Visakhapatnam,1438,36.00,18165.32,1134,552,No
ORD013309,Mumbai,Raipur,1219,29.93,26391.82,1407,579,No
ORD013310,Bengaluru,Nagpur,1357,26.62,15815.53,1189,158,No
ORD013311,Bengaluru,Raipur,2031,53.85,33715.10,619,150,No
ORD013312,Kolkata,Ludhiana,1514,37.99,25517.27,1512,275,No
ORD013313,Pune,Delhi,350,16.65,4823.47,1586,378,No
ORD013314,Mumbai,Nashik,839,21.67,12841.49,570,656,No
ORD013315,Ahmedabad,Surat,1161,23.33,24275.95,638,600,No
ORD013316,Hyderabad,Jaipur,578,20.74,7214.78,753,338,No
ORD013317,Delhi,Delhi,1846,44.53,39297.77,619,178,No
ORD013318,Hyderabad,Chandigarh,2063,38.57,45755.15,362,248,Yes
ORD013319,Mumbai,Bengaluru,120,12.47,3146.97,315,699,No
ORD013320,Hyderabad,Kolkata,1902,47.43,33708.88,1917,200,No
ORD013321,Kolkata,Nagpur,240,14.73,5151.25,869,121,No
ORD013322,Bengaluru,Kanpur,174,9.78,2670.71,1976,508,No
ORD013323,Chennai,Ahmedabad,963,28.90,12122.38,1181,374,No
ORD013324,Ahmedabad,Raipur,2054,39.87,33286.92,307,700,No
ORD013325,Mumbai,Visakhapatnam,42,10.51,1640.95,1079,789,No
ORD013326,Chennai,Agra,736,28.78,12678.91,1938,560,No
ORD013327,Bengaluru,Thiruvananthapuram,2131,46.65,34718.46,239,648,No
ORD013328,Mumbai,Ahmedabad,274,9.56,4940.49,257,254,Yes
ORD013329,Hyderabad,Pune,1333,36.12,29273.44,1670,95,Yes
ORD013330,Delhi,Agra,1001,30.98,13303.07,669,559,No
ORD013331,Hyderabad,Guwahati,1609,47.32,24618.17,189,73,No
ORD013332,Chennai,Bhopal,1459,30.32,24789.82,1602,509,No
ORD013333,Mumbai,Nashik,32,9.32,1763.72,173,107,No
ORD013334,Chennai,Patna,950,20.57,14385.63,1097,783,No
ORD013335,Mumbai,Indore,1662,36.28,19503.57,1511,729,No
ORD013336,Ahmedabad,Coimbatore,1541,48.35,16580.85,1866,275,Yes
ORD013337,Hyderabad,Ranchi,2120,57.60,41663.03,1399,315,No
ORD013338,Kolkata,Pune,1812,37.62,34040.70,486,207,No
ORD013339,Pune,Surat,390,17.33,5685.07,857,512,No
ORD013340,Mumbai,Bengaluru,478,18.67,6967.44,922,739,No
ORD013341,Chennai,Nagpur,822,23.71,11313.37,1544,270,No
ORD013342,Mumbai,Bengaluru,1510,32.78,32230.43,866,374,No
ORD013343,Hyderabad,Delhi,158,12.46,3695.29,1879,763,No
ORD013344,Delhi,Kochi,705,19.26,9139.53,1998,380,No
ORD013345,Ahmedabad,Delhi,228,8.32,6047.67,1008,436,No
ORD013346,Kolkata,Visakhapatnam,2187,51.22,27075.69,569,404,No
ORD013347,Hyderabad,Kanpur,1802,36.72,32983.28,486,399,No
ORD013348,Bengaluru,Nagpur,2111,44.08,33749.89,236,704,No
ORD013349,Mumbai,Ahmedabad,893,25.57,12843.62,1915,301,Yes
ORD013350,Kolkata,Coimbatore,1112,29.31,17929.34,504,409,No
ORD013351,Delhi,Chandigarh,39,9.83,1284.41,341,541,No
ORD013352,Ahmedabad,Kochi,892,22.78,16275.19,1950,723,No
ORD013353,Delhi,Ranchi,1911,48.77,23149.34,247,701,No
ORD013354,Mumbai,Vadodara,1339,37.17,28104.02,219,87,Yes
ORD013355,Delhi,Guwahati,646,15.02,8477.02,1371,219,No
ORD013356,Bengaluru,Kanpur,771,23.86,12376.17,1177,463,No
ORD013357,Hyderabad,Vadodara,653,21.31,8743.92,248,290,No
ORD013358,Kolkata,Varanasi,1932,43.35,39720.32,231,270,No
ORD013359,Bengaluru,Kochi,1875,46.55,33018.87,596,665,Yes
ORD013360,Kolkata,Kanpur,1173,29.37,16762.41,1748,158,Yes
ORD013361,Delhi,Patna,738,22.91,12378.62,1042,288,No
ORD013362,Ahmedabad,Chennai,581,14.76,7981.47,1478,423,No
ORD013363,Chennai,Ludhiana,648,18.44,8870.94,767,377,No
ORD013364,Pune,Nagpur,2025,53.14,35931.41,574,674,No
ORD013365,Ahmedabad,Ahmedabad,2067,54.15,31452.13,1293,187,Yes
ORD013366,Bengaluru,Goa,785,26.57,14429.71,78,379,No
ORD013367,Ahmedabad,Coimbatore,137,12.09,2605.81,1936,296,No
ORD013368,Mumbai,Raipur,1976,56.13,30807.57,194,106,No
ORD013369,Ahmedabad,Raipur,357,13.85,6678.97,1466,577,No
ORD013370,Delhi,Bhopal,1793,47.60,35232.72,466,301,No
ORD013371,Delhi,Coimbatore,636,15.62,11131.55,624,152,No
ORD013372,Ahmedabad,Guwahati,2001,42.36,25251.98,1437,278,No
ORD013373,Ahmedabad,Lucknow,568,18.58,14188.83,1220,443,No
ORD013374,Chennai,Jaipur,1590,46.48,31529.36,1180,240,No
ORD013375,Mumbai,Visakhapatnam,1222,26.78,25683.48,106,577,No
ORD013376,Hyderabad,Goa,1951,55.45,35507.25,1726,94,Yes
ORD013377,Kolkata,Raipur,1673,35.89,28549.27,1481,174,No
ORD013378,Hyderabad,Kochi,948,24.09,21944.87,1402,338,No
ORD013379,Pune,Vadodara,1959,52.63,23039.07,1348,121,No
ORD013380,Pune,Nagpur,1068,31.44,15750.01,1203,624,No
ORD013381,Bengaluru,Kochi,1842,38.00,25962.42,877,679,Yes
ORD013382,Kolkata,Goa,994,25.41,18928.24,1030,368,No
ORD013383,Ahmedabad,Varanasi,1323,34.11,15960.08,445,78,No
ORD013384,Hyderabad,Indore,2028,38.42,27566.33,1982,514,No
ORD013385,Delhi,Bhopal,1817,55.00,30057.40,1938,704,No
ORD013386,Chennai,Patna,337,15.71,6436.47,1184,692,No
ORD013387,Bengaluru,Nagpur,779,18.73,10875.26,1040,142,Yes
ORD013388,Kolkata,Vadodara,1922,52.47,40271.60,1137,721,No
ORD013389,Pune,Agra,759,23.39,17053.22,1655,351,Yes
ORD013390,Chennai,Kochi,302,18.67,6664.51,1698,488,No
ORD013391,Delhi,Nashik,1767,34.99,30612.16,1861,509,No
ORD013392,Delhi,Guwahati,1524,42.23,20773.23,74,436,No
ORD013393,Ahmedabad,Kolkata,207,13.48,3762.21,1597,204,No
ORD013394,Delhi,Goa,2112,42.55,26098.56,1043,60,No
ORD013395,Mumbai,Guwahati,448,17.33,6630.77,1583,296,No
ORD013396,Delhi,Patna,695,21.79,13594.39,1338,138,No
ORD013397,Hyderabad,Ahmedabad,1512,33.70,32835.70,1832,778,No
ORD013398,Mumbai,Ranchi,2120,45.70,38996.88,548,242,No
ORD013399,Delhi,Visakhapatnam,970,27.44,16359.19,1675,506,No
ORD013400,Kolkata,Lucknow,796,17.79,9626.10,948,274,No
ORD013401,Hyderabad,Thiruvananthapuram,1804,39.18,29033.17,1366,588,No
ORD013402,Bengaluru,Guwahati,832,19.18,17292.46,328,56,Yes
ORD013403,Ahmedabad,Kolkata,651,26.14,11391.02,296,377,No
ORD013404,Mumbai,Surat,2053,53.93,28857.58,1250,675,No
ORD013405,Hyderabad,Goa,252,12.80,3955.33,1543,631,No
ORD013406,Chennai,Kochi,917,31.91,12862.08,1173,667,No
ORD013407,Ahmedabad,Mumbai,494,17.35,8594.59,1993,593,No
ORD013408,Kolkata,Agra,709,18.49,13932.15,309,642,No
ORD013409,Bengaluru,Nashik,795,31.94,14370.58,1357,337,No
ORD013410,Hyderabad,Ludhiana,1744,37.50,18378.94,1488,552,Yes
ORD013411,Pune,Chennai,93,12.07,2065.05,1182,660,No
ORD013412,Pune,Kanpur,1728,55.49,24366.55,337,319,No
ORD013413,Ahmedabad,Patna,1290,36.50,29059.84,1370,461,No
ORD013414,Kolkata,Nashik,1027,27.95,13070.61,607,192,No
ORD013415,Chennai,Thiruvananthapuram,1881,57.22,25954.92,1427,578,No
ORD013416,Hyderabad,Vadodara,786,16.73,10240.79,1868,34,No
ORD013417,Delhi,Kochi,60,9.68,1137.84,1969,137,No
ORD013418,Hyderabad,Visakhapatnam,2047,42.04,25113.93,914,210,No
ORD013419,Delhi,Kolkata,2120,48.14,40006.38,1365,627,No
ORD013420,Kolkata,Patna,604,19.10,14400.22,908,368,No
ORD013421,Delhi,Ranchi,1220,25.23,25524.69,1094,221,No
ORD013422,Delhi,Chandigarh,1502,43.21,28247.33,811,592,No
ORD013423,Pune,Guwahati,468,15.64,11459.14,1070,322,No
ORD013424,Bengaluru,Jaipur,2196,50.52,33439.99,115,257,No
ORD013425,Hyderabad,Raipur,921,22.86,13594.45,61,605,No
ORD013426,Chennai,Kanpur,1574,42.24,34525.26,421,495,No
ORD013427,Mumbai,Kanpur,344,14.40,7466.89,312,564,No
ORD013428,Hyderabad,Kochi,214,8.59,4044.19,665,615,No
ORD013429,Ahmedabad,Nashik,1716,36.40,35490.39,1047,489,No
ORD013430,Hyderabad,Pune,969,25.13,14339.40,1504,200,No
ORD013431,Delhi,Thiruvananthapuram,722,18.02,16226.89,1738,191,No
ORD013432,Mumbai,Goa,975,24.69,15725.83,1009,365,No
ORD013433,Mumbai,Nagpur,1201,38.83,26235.60,309,26,No
ORD013434,Chennai,Chandigarh,211,12.35,3131.53,630,489,No
ORD013435,Chennai,Surat,654,19.67,11008.10,1544,375,No
ORD013436,Kolkata,Chandigarh,677,22.61,12303.16,504,743,No
ORD013437,Ahmedabad,Coimbatore,1867,50.43,38519.37,901,729,No
ORD013438,Mumbai,Hyderabad,1968,54.60,26601.59,1685,375,Yes
ORD013439,Hyderabad,Delhi,1514,34.89,21460.65,1342,259,Yes
ORD013440,Hyderabad,Bhopal,852,23.10,12905.43,85,149,No
ORD013441,Delhi,Thiruvananthapuram,1896,36.19,25340.00,297,46,No
ORD013442,Delhi,Kolkata,1727,35.71,31425.47,545,713,No
ORD013443,Ahmedabad,Lucknow,307,15.08,8347.65,764,608,No
ORD013444,Bengaluru,Guwahati,1469,36.23,29180.25,1405,136,Yes
ORD013445,Mumbai,Patna,1377,33.49,17097.34,1098,59,No
ORD013446,Hyderabad,Patna,338,14.68,7825.26,310,136,No
ORD013447,Bengaluru,Surat,859,18.37,19605.34,182,789,No
ORD013448,Delhi,Surat,253,9.52,5232.06,497,587,No
ORD013449,Kolkata,Kanpur,706,17.65,12179.59,1525,745,No
ORD013450,Mumbai,Delhi,1198,32.15,15014.90,1432,576,Yes
ORD013451,Bengaluru,Delhi,1242,34.34,26765.12,768,515,No
ORD013452,Pune,Kolkata,932,29.60,19856.28,829,382,No
ORD013453,Hyderabad,Bengaluru,356,14.41,8556.21,948,726,No
ORD013454,Ahmedabad,Coimbatore,1167,27.69,17714.87,1890,333,No
ORD013455,Ahmedabad,Raipur,287,11.91,6398.76,141,540,Yes
ORD013456,Kolkata,Vadodara,551,20.45,7519.19,1455,557,No
ORD013457,Kolkata,Chandigarh,1052,28.31,19755.72,1552,82,No
ORD013458,Ahmedabad,Mumbai,2198,44.99,48628.29,1447,379,Yes
ORD013459,Mumbai,Coimbatore,1761,36.40,19764.66,935,235,Yes
ORD013460,Delhi,Chandigarh,574,20.80,11733.07,1211,699,No
ORD013461,Kolkata,Bengaluru,2134,62.61,48414.36,695,249,No
ORD013462,Delhi,Indore,584,18.43,9228.41,1210,792,No
ORD013463,Kolkata,Kolkata,1087,24.33,22235.77,411,724,Yes
ORD013464,Kolkata,Hyderabad,1872,42.08,20635.06,1585,629,No
ORD013465,Mumbai,Mumbai,372,16.60,9197.57,1450,254,No
ORD013466,Bengaluru,Patna,1356,34.59,15278.45,122,439,No
ORD013467,Hyderabad,Patna,978,31.82,21426.65,1172,727,No
ORD013468,Mumbai,Ludhiana,1803,43.98,40430.58,1256,793,No
ORD013469,Ahmedabad,Nagpur,1959,53.98,42319.94,1067,401,No
ORD013470,Chennai,Coimbatore,561,21.62,8713.16,1773,56,Yes
ORD013471,Bengaluru,Guwahati,1798,37.54,37099.92,353,683,Yes
ORD013472,Hyderabad,Varanasi,159,8.76,5241.98,404,498,No
ORD013473,Delhi,Agra,213,15.61,5292.01,666,426,No
ORD013474,Pune,Kochi,1254,26.01,23054.74,70,533,No
ORD013475,Ahmedabad,Ludhiana,1497,44.09,24828.67,717,86,No
ORD013476,Kolkata,Visakhapatnam,606,25.34,8865.78,1029,709,No
ORD013477,Chennai,Ludhiana,1422,31.23,18639.21,249,426,No
ORD013478,Delhi,Ranchi,1183,30.91,20592.98,1569,304,No
ORD013479,Hyderabad,Visakhapatnam,523,17.75,11105.13,836,37,No
ORD013480,Bengaluru,Guwahati,332,11.36,6907.06,1886,736,No
ORD013481,Mumbai,Ahmedabad,1822,50.33,34556.71,1019,202,No
ORD013482,Ahmedabad,Kanpur,324,9.83,6185.01,97,110,No
ORD013483,Ahmedabad,Visakhapatnam,202,10.82,5618.20,1186,312,No
ORD013484,Kolkata,Indore,1905,41.21,35272.83,1884,687,No
ORD013485,Bengaluru,Nashik,391,11.30,8902.47,1456,753,No
ORD013486,Mumbai,Vadodara,1797,48.27,22933.49,797,670,No
ORD013487,Mumbai,Thiruvananthapuram,290,14.10,6200.91,1015,63,No
ORD013488,Bengaluru,Jaipur,423,14.79,7437.61,830,237,No
ORD013489,Hyderabad,Varanasi,1438,34.96,27930.14,1046,715,No
ORD013490,Hyderabad,Pune,255,14.17,5383.15,838,737,No
ORD013491,Bengaluru,Nashik,1454,34.47,27794.52,1208,113,No
ORD013492,Bengaluru,Lucknow,254,10.21,3544.15,1239,280,Yes
ORD013493,Ahmedabad,Ahmedabad,1352,30.27,24225.59,430,264,No
ORD013494,Hyderabad,Indore,1089,24.25,12154.89,87,791,No
ORD013495,Ahmedabad,Visakhapatnam,868,27.92,12043.49,1627,637,No
ORD013496,Bengaluru,Varanasi,178,10.72,2891.12,1597,24,No
ORD013497,Bengaluru,Kolkata,630,22.15,13889.32,819,76,No
ORD013498,Pune,Chennai,1390,29.77,15667.31,345,788,No
ORD013499,Ahmedabad,Kochi,926,25.23,18648.82,1237,92,No
ORD013500,Ahmedabad,Kochi,58,7.50,2438.71,1973,578,No
ORD013501,Delhi,Delhi,1608,33.23,18615.62,953,658,No
ORD013502,Kolkata,Thiruvananthapuram,1793,44.55,37545.02,1565,753,No
ORD013503,Kolkata,Kanpur,675,21.40,9744.61,1119,190,No
ORD013504,Bengaluru,Nashik,995,32.09,20056.64,1558,367,No
ORD013505,Chennai,Surat,1755,40.47,20633.75,833,98,No
ORD013506,Chennai,Vadodara,126,7.91,4217.44,1183,366,No
ORD013507,Ahmedabad,Raipur,554,18.01,12682.41,1551,263,No
ORD013508,Mumbai,Guwahati,738,21.63,15482.14,1556,633,No
ORD013509,Kolkata,Pune,988,21.97,16173.00,1398,565,No
ORD013510,Pune,Chennai,734,20.04,14446.77,1114,219,No
ORD013511,Hyderabad,Vadodara,222,9.60,3742.55,985,174,No
ORD013512,Mumbai,Chennai,1764,43.10,21809.74,1017,48,No
ORD013513,Bengaluru,Pune,178,10.05,5804.82,1287,81,No
ORD013514,Delhi,Bengaluru,1137,31.89,22250.52,1169,307,Yes
ORD013515,Pune,Chandigarh,1087,35.10,19652.05,1975,423,No
ORD013516,Bengaluru,Bhopal,1121,28.07,24716.78,746,308,No
ORD013517,Mumbai,Varanasi,889,26.43,20524.91,933,685,No
ORD013518,Chennai,Pune,301,8.10,4246.27,1909,146,No
ORD013519,Kolkata,Agra,280,12.51,4263.30,211,126,No
ORD013520,Pune,Guwahati,467,10.93,11211.28,366,539,No
ORD013521,Ahmedabad,Vadodara,315,18.14,7231.41,1184,316,No
ORD013522,Kolkata,Thiruvananthapuram,448,18.69,6541.28,1259,588,No
ORD013523,Bengaluru,Lucknow,707,24.55,9896.60,342,683,No
ORD013524,Bengaluru,Bengaluru,643,22.99,13391.59,163,749,Yes
ORD013525,Mumbai,Visakhapatnam,1567,44.56,34411.08,1441,115,Yes
ORD013526,Mumbai,Bhopal,989,27.82,15705.02,1786,339,No
ORD013527,Mumbai,Ranchi,1627,47.04,27816.23,1251,429,Yes
ORD013528,Delhi,Pune,1527,33.29,23732.82,519,199,No
ORD013529,Mumbai,Surat,89,5.29,2570.00,80,278,No
ORD013530,Mumbai,Visakhapatnam,1451,36.26,19374.60,951,264,No
ORD013531,Bengaluru,Kochi,432,16.37,6974.00,1476,710,No
ORD013532,Kolkata,Hyderabad,1442,32.95,19096.57,1781,119,No
ORD013533,Ahmedabad,Ludhiana,638,13.93,8563.15,836,557,No
ORD013534,Mumbai,Indore,2049,41.20,36329.66,139,34,No
ORD013535,Pune,Vadodara,339,10.38,7304.60,1809,558,No
ORD013536,Chennai,Indore,747,20.66,15337.69,491,703,No
ORD013537,Delhi,Agra,118,11.21,2468.04,1788,366,Yes
ORD013538,Kolkata,Patna,1891,50.78,41905.67,1627,713,No
ORD013539,Ahmedabad,Chennai,1588,35.13,30271.96,284,130,No
ORD013540,Chennai,Jaipur,423,16.76,9800.93,803,566,No
ORD013541,Bengaluru,Kanpur,1009,23.73,19967.70,21,45,No
ORD013542,Bengaluru,Indore,783,24.44,18121.94,402,51,Yes
ORD013543,Mumbai,Goa,1634,34.16,19969.01,884,577,Yes
ORD013544,Mumbai,Agra,259,7.55,5556.44,70,432,No
ORD013545,Delhi,Ahmedabad,217,8.46,5285.55,1351,553,No
ORD013546,Chennai,Nashik,770,23.78,9513.19,1033,68,No
ORD013547,Delhi,Bengaluru,642,24.69,9893.95,776,370,No
ORD013548,Bengaluru,Goa,1458,48.06,15978.06,472,640,No
ORD013549,Mumbai,Thiruvananthapuram,1654,50.25,26437.53,899,114,Yes
ORD013550,Hyderabad,Coimbatore,2096,55.63,25875.53,120,774,No
ORD013551,Hyderabad,Nashik,496,16.49,6315.51,561,670,No
ORD013552,Pune,Kochi,1578,36.70,22310.99,385,376,Yes
ORD013553,Hyderabad,Surat,568,19.25,6777.65,655,209,No
ORD013554,Bengaluru,Chandigarh,596,19.78,10154.11,727,589,No
ORD013555,Chennai,Jaipur,1349,34.24,19139.62,1028,169,No
ORD013556,Pune,Ludhiana,1303,26.15,27628.68,1575,672,No
ORD013557,Pune,Nashik,70,8.97,2054.97,1454,417,No
ORD013558,Hyderabad,Visakhapatnam,1007,35.92,13688.18,1833,203,No
ORD013559,Kolkata,Ranchi,285,15.25,6517.13,850,665,Yes
ORD013560,Ahmedabad,Thiruvananthapuram,1156,32.58,22501.45,954,648,No
ORD013561,Mumbai,Raipur,2188,55.22,44174.50,1111,110,No
ORD013562,Hyderabad,Kolkata,1201,33.09,27628.78,596,197,No
ORD013563,Delhi,Raipur,1975,50.08,39067.49,148,346,Yes
ORD013564,Pune,Pune,260,9.30,6537.50,1356,678,Yes
ORD013565,Kolkata,Agra,660,17.27,11047.50,1933,437,No
ORD013566,Delhi,Bhopal,534,14.24,8961.86,1099,518,No
ORD013567,Bengaluru,Ahmedabad,298,11.27,7164.62,1578,275,No
ORD013568,Delhi,Vadodara,996,29.79,12836.15,1995,20,No
ORD013569,Chennai,Kochi,1167,29.87,23243.39,294,330,No
ORD013570,Pune,Goa,94,10.31,3307.88,353,649,No
ORD013571,Mumbai,Lucknow,1397,36.29,19422.54,162,557,No
ORD013572,Pune,Vadodara,1180,35.38,25567.92,657,213,No
ORD013573,Bengaluru,Delhi,853,23.80,19294.36,1446,371,No
ORD013574,Bengaluru,Guwahati,433,14.54,10744.12,268,282,No
ORD013575,Mumbai,Kanpur,997,28.30,22424.15,1510,44,No
ORD013576,Ahmedabad,Lucknow,2006,45.95,39300.23,487,61,No
ORD013577,Bengaluru,Varanasi,1363,32.77,22641.23,185,763,No
ORD013578,Mumbai,Jaipur,2151,45.31,46131.46,386,197,No
ORD013579,Mumbai,Bhopal,1498,37.52,28759.20,1472,186,No
ORD013580,Hyderabad,Mumbai,155,7.77,3568.37,1085,205,No
ORD013581,Delhi,Nashik,1765,50.39,30434.83,577,152,No
ORD013582,Ahmedabad,Visakhapatnam,2199,47.52,29555.39,1966,73,No
ORD013583,Mumbai,Visakhapatnam,1896,43.77,29103.11,448,303,Yes
ORD013584,Mumbai,Goa,2064,45.39,32792.92,861,668,No
ORD013585,Delhi,Chandigarh,1228,28.04,24757.68,857,247,Yes
ORD013586,Ahmedabad,Surat,1020,36.52,14498.04,821,160,No
ORD013587,Delhi,Hyderabad,2005,58.97,36689.58,941,327,Yes
ORD013588,Ahmedabad,Surat,352,9.98,8457.14,1948,634,No
ORD013589,Pune,Vadodara,2020,48.63,26541.27,1866,699,Yes
ORD013590,Hyderabad,Vadodara,534,14.91,11040.02,1018,482,No
ORD013591,Hyderabad,Chandigarh,70,5.11,2287.08,1339,713,No
ORD013592,Pune,Surat,1362,30.42,18908.14,1096,644,Yes
ORD013593,Pune,Bhopal,1315,34.15,14971.70,1439,554,No
ORD013594,Hyderabad,Vadodara,844,21.90,16600.38,1258,248,No
ORD013595,Chennai,Chandigarh,118,7.92,3231.99,723,654,No
ORD013596,Bengaluru,Nashik,1552,34.78,28043.68,1293,742,Yes
ORD013597,Chennai,Visakhapatnam,2151,45.71,44897.44,1526,229,No
ORD013598,Bengaluru,Ranchi,549,18.30,10586.10,967,119,No
ORD013599,Hyderabad,Delhi,1987,36.63,20674.03,1759,615,Yes
ORD013600,Mumbai,Goa,1546,44.59,25345.36,1018,41,No
ORD013601,Bengaluru,Lucknow,192,10.31,4203.62,213,708,No
ORD013602,Kolkata,Bengaluru,1123,29.69,14558.42,292,412,Yes
ORD013603,Hyderabad,Ludhiana,2190,60.54,24500.75,1953,687,Yes
ORD013604,Kolkata,Lucknow,980,21.80,12815.76,187,273,No
ORD013605,Kolkata,Bhopal,2190,54.04,49068.14,675,769,No
ORD013606,Chennai,Ahmedabad,2191,43.69,43333.29,1603,704,No
ORD013607,Chennai,Kanpur,550,19.71,13382.40,1495,134,No
ORD013608,Mumbai,Agra,1775,35.12,30098.49,1264,653,No
ORD013609,Bengaluru,Raipur,61,10.09,2279.12,961,26,No
ORD013610,Hyderabad,Indore,475,11.96,7123.12,482,388,No
ORD013611,Bengaluru,Agra,402,13.80,6778.20,55,365,No
ORD013612,Delhi,Vadodara,2170,39.26,38192.68,1862,45,No
ORD013613,Chennai,Chennai,1599,35.21,30449.20,1808,663,No
ORD013614,Hyderabad,Hyderabad,351,15.94,6147.45,350,643,No
ORD013615,Delhi,Lucknow,80,6.50,2557.38,608,628,No
ORD013616,Hyderabad,Varanasi,435,15.23,6056.48,933,323,No
ORD013617,Kolkata,Hyderabad,441,19.66,10414.85,1332,220,No
ORD013618,Ahmedabad,Goa,305,9.94,6877.45,1852,363,No
ORD013619,Bengaluru,Kochi,288,15.76,5940.14,205,201,No
ORD013620,Ahmedabad,Chandigarh,1701,35.76,36263.46,1986,175,No
ORD013621,Ahmedabad,Patna,91,9.16,3040.50,926,694,No
ORD013622,Mumbai,Indore,55,8.49,1401.97,1855,220,No
ORD013623,Hyderabad,Nashik,940,25.92,19864.25,360,27,No
ORD013624,Kolkata,Chandigarh,1583,52.56,27670.58,352,544,No
ORD013625,Pune,Patna,522,21.14,9818.25,190,322,No
ORD013626,Hyderabad,Jaipur,1604,45.31,22960.73,524,107,No
ORD013627,Pune,Nagpur,972,27.46,21130.88,32,764,Yes
ORD013628,Hyderabad,Ahmedabad,569,12.81,13345.43,811,241,No
ORD013629,Hyderabad,Jaipur,1715,43.86,19805.64,841,192,No
ORD013630,Bengaluru,Coimbatore,122,9.26,2393.98,1330,251,No
ORD013631,Ahmedabad,Chandigarh,312,17.35,6220.50,1712,209,No
ORD013632,Pune,Vadodara,2117,38.04,34095.81,51,761,No
ORD013633,Chennai,Delhi,1713,42.51,26290.28,702,276,No
ORD013634,Hyderabad,Raipur,231,9.07,4713.76,776,369,No
ORD013635,Ahmedabad,Ludhiana,378,15.34,6256.22,267,651,No
ORD013636,Bengaluru,Delhi,1574,33.49,30608.85,1202,528,No
ORD013637,Hyderabad,Surat,1150,28.31,14495.18,613,555,No
ORD013638,Delhi,Kochi,1246,28.73,25759.99,747,792,No
ORD013639,Delhi,Thiruvananthapuram,1185,34.79,18506.54,874,370,No
ORD013640,Delhi,Nashik,1606,31.90,17769.72,1508,224,No
ORD013641,Kolkata,Varanasi,971,33.05,21036.71,1498,735,No
ORD013642,Hyderabad,Visakhapatnam,1348,36.78,26617.78,568,723,No
ORD013643,Mumbai,Indore,1860,50.85,30318.12,1303,495,No
ORD013644,Pune,Guwahati,233,14.16,4074.88,563,239,No
ORD013645,Hyderabad,Guwahati,1142,39.11,14628.39,911,439,No
ORD013646,Pune,Raipur,1872,42.56,23394.63,497,713,No
ORD013647,Mumbai,Ahmedabad,313,14.83,6212.45,162,367,No
ORD013648,Bengaluru,Agra,2170,61.74,41917.40,1488,290,Yes
ORD013649,Bengaluru,Guwahati,252,17.31,3757.44,1074,97,No
ORD013650,Mumbai,Coimbatore,861,22.53,16476.85,576,439,No
ORD013651,Bengaluru,Agra,2196,52.02,42942.54,1236,477,No
ORD013652,Bengaluru,Indore,1953,38.98,39260.12,248,253,No
ORD013653,Pune,Hyderabad,2115,39.41,25482.61,404,519,No
ORD013654,Kolkata,Ludhiana,457,17.71,7435.76,1432,591,No
ORD013655,Delhi,Surat,2073,49.66,40097.24,1352,531,No
ORD013656,Hyderabad,Bengaluru,2143,41.71,45927.39,394,285,Yes
ORD013657,Mumbai,Ludhiana,2135,52.42,41030.14,98,666,No
ORD013658,Chennai,Coimbatore,852,27.29,19765.89,1142,393,No
ORD013659,Pune,Visakhapatnam,1188,27.49,19667.79,413,162,No
ORD013660,Bengaluru,Bhopal,817,19.58,16117.25,1275,166,No
ORD013661,Kolkata,Goa,1858,36.79,31711.13,1721,547,No
ORD013662,Kolkata,Kochi,1556,47.65,18353.31,331,622,No
ORD013663,Delhi,Visakhapatnam,1866,37.66,27492.66,1632,19,No
ORD013664,Mumbai,Raipur,827,22.34,14134.44,1324,346,Yes
ORD013665,Pune,Pune,1154,29.20,23870.49,648,166,No
ORD013666,Kolkata,Pune,1895,45.58,33737.27,1927,319,Yes
ORD013667,Hyderabad,Thiruvananthapuram,1867,36.88,35459.03,1609,260,No
ORD013668,Ahmedabad,Jaipur,1618,39.16,24833.19,643,357,No
ORD013669,Ahmedabad,Lucknow,1366,41.20,21516.10,1839,367,Yes
ORD013670,Mumbai,Chandigarh,605,19.05,14281.55,1080,776,No
ORD013671,Hyderabad,Mumbai,26,11.48,762.20,216,373,Yes
ORD013672,Delhi,Bhopal,1165,25.25,14047.47,1639,679,No
ORD013673,Pune,Chennai,786,28.01,16342.76,775,329,No
ORD013674,Chennai,Vadodara,775,24.66,11540.05,538,41,No
ORD013675,Bengaluru,Ranchi,1022,32.62,23738.10,1110,142,No
ORD013676,Kolkata,Bengaluru,1524,36.88,25123.67,1629,492,Yes
ORD013677,Mumbai,Mumbai,1538,41.21,21334.47,1613,590,No
ORD013678,Kolkata,Visakhapatnam,1717,38.25,38603.18,1921,175,No
ORD013679,Delhi,Ludhiana,488,19.02,8038.45,1156,636,No
ORD013680,Ahmedabad,Pune,1444,34.60,27908.91,235,652,No
ORD013681,Delhi,Surat,1800,50.24,32284.99,1658,749,No
ORD013682,Pune,Guwahati,1338,33.16,21278.34,1085,687,No
ORD013683,Mumbai,Chennai,51,11.54,2006.86,1801,714,No
ORD013684,Pune,Mumbai,345,14.40,6560.77,1922,386,No
ORD013685,Mumbai,Jaipur,1415,32.82,26405.22,1611,726,No
ORD013686,Bengaluru,Ludhiana,573,19.55,7603.97,1151,273,No
ORD013687,Bengaluru,Jaipur,2061,38.77,24258.25,297,251,No
ORD013688,Hyderabad,Kanpur,160,6.14,4075.36,385,410,No
